type_transaction,type_bien,prix,surface,nb_pieces,nb_chambres,ville,code_postal,description,source
location,Appartement,943.0,48.0,2.0,,Montévrain,77144,"L’appartement se compose d’un grand séjour lumineux ouvrant sur un balcon de plus de 8 m², d’une cuisine ouverte entièrement aménagée et équipée, d’une spacieuse chambre ainsi que d’une salle de bains avec WC.",orpi
location,Appartement,931.0,43.0,2.0,,Fontenay,94120,"Appartement À Louer. Appartement F2 en rez de chaussée comprenant entrée, wc, séjour, cuisine semi ouverte, chambre et salle de bains",orpi
location,Appartement,930.0,55.0,3.0,,Hyères,83400,,entreparticuliers
location,Appartement,914.0,77.0,3.0,,Strasbourg,67000,"3 pièces à louer - Strasbourg - Boulevard de Lyon. Au 3ème étage dans une copropriété sans ascenseur, bel appartement de 3 pièces, 77,37m², comprenant une entrée avec un grand couloir, une pièce de vie, une cuisine meublée et équipée, 2 chambres et une salle de bains, un WC. Chauffage individuel électrique. Disponible à partir de fin avril !",orpi
location,Appartement,900.0,42.0,2.0,,Saint,78470,"Un appartement à louer de 42 m² à Saint-Rémy-lès-Chevreuse. A deux pas de la gare RER, un appartement de type F2 de 42,37 m² au 1er étage comprenant : une entrée sur séjour, une cuisine ouverte aménagée et équipée d'une cuisinière, une chambre et une salle de bains avec WC.",orpi
location,Appartement,900.0,28.0,2.0,1.0,Saint-leu,97436,"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...",pap
location,Appartement,895.0,79.0,3.0,,Yutz,57970,Cet appartement est situé au 1er étage d'une petite copropriété au dessus d'une boulangerie.,orpi
location,Appartement,890.0,51.0,2.0,,Nice,6100,"Appartement À Louer. LE COMTE DE FALICON AV DU RAY, Grand 2 pièces de 51m², 4è étage avec ascenseur, à proximité des commerces et du tramway.",orpi
location,Appartement,886.0,26.0,1.0,,Courbevoie,92400,"Courbevoie, quartier de l'Hôtel de Ville, dans un immeuble de 1990, un studio meublé de 26 m² au deuxième étage avec ascenseur. Très nombreux rangements. Pièce principale calme donnant sur balcon et...",pap
location,Appartement,880.0,42.0,2.0,,Médan,78670,"Appartement À Louer. Médan, F2/3 de 49,27 m², comprenant : entrée sur séjour avec cuisine meublée, dégagement, salle d'eau avec wc, 1 chambre,",orpi
location,Appartement,858.0,43.0,2.0,,Bobigny,93000,,entreparticuliers
location,Appartement,850.0,75.0,3.0,,Saint,29290,"Appartement T3 À Louer à Saint-Renan. Bel appartement à louer, idéalement situé à Saint-Renan, offrant 75 m² en excellent état. Construit en 1997 et parfaitement entretenu, ce logement lumineux comprend un séjour convivial, une cuisine aménagée et équipée, deux chambres confortables, un bureau, un espace dressing, une salle d'eau et un WC séparé.",orpi
location,Appartement,850.0,69.0,3.0,,Coulommiers,77120,"F3 68m² au sol avec garage. Situé au centre ville de Coulommiers, dans un petit immeubles comprenant 2 logements, cet appartement de type F3 (68,67m² au sol) est composé : d'un séjour avec cuisine ouverte et aménagée, de deux chambres, d'une salle d'eau avec WC et un WC séparé.",orpi
location,Appartement,850.0,14.0,1.0,,Nogent,94130,"EXCLUSIVITE ORPI ATEXIA ! NOGENT-SUR-MARNE - 4ème ETAGE - CENTRE-VILLE - BAIL Meublé. Orpi Atexia vous propose en exclusivité un studio mansardé au 4ème étage (sans ascenseur) situé en centre-ville comprenant : une pièce principale, un coin cuisine aménagé et équipé, une pièce principale et une salle d'eau avec WC (et lave linge).",orpi
location,Appartement,845.0,27.0,1.0,,Châtillon,92320,,entreparticuliers
location,Appartement,841.0,56.0,3.0,,Annemasse,74100,,orpi
location,Appartement,836.0,38.0,2.0,,Toulouse,31000,Toulouse Jeanne d'Arc Appartement T2 meublé rénové calme. Toulouse Jeanne d'Arc Appartement T2 meublé rénové calme,orpi
location,Appartement,827.0,15.0,1.0,,Paris,75001,,entreparticuliers
location,Appartement,825.0,24.0,1.0,,Wissous,91320,"STUDIO MEUBLÉ – Wissous (91) Appartement de 24 m² habitables, situé en rez-de-chaussée dans une résidence calme. Il se compose d'une entrée, d'une pièce de vie lumineuse avec cuisine équipée, donnant...",pap
location,Appartement,822.0,18.0,1.0,,Paris,75016,"Vue imprenable sur l’ouest parisien. Au cœur du quartier Passy - La Muette, joli studio lumineux très bien conçu. Un coin nuit- salon et bureau, un coin salle à manger avec cuisine ouverte sur...",pap
location,Appartement,820.0,63.0,3.0,,Rodez,12000,,orpi
location,Appartement,817.0,30.0,2.0,,Toulouse,31000,TOULOUSE - Saint-Etienne/Carmes - Appartement T1bis meublé et lumineux. TOULOUSE - Saint-Etienne/Carmes - Appartement T1bis meublé et lumineux,orpi
location,Appartement,800.0,81.0,3.0,,Saint,2100,"Appartement À Louer. Appartement meublé au premier étage d'un appartement sécurisé proche du centre ville de SAINT QUENTIN et comprenant un hall d'entrée avec placard, cuisine entièrement équipée et aménagée, grand séjour-salon, deux grandes chambres avec placards, salle de bains et toilettes.",orpi
location,Appartement,790.0,45.0,2.0,,Canéjan,33610,,entreparticuliers
location,Appartement,790.0,20.0,3.0,,Paris,75018,"Situés à quelques pas de la Butte Montmartre, **nos espaces de bureaux fermés pour des équipes de 2 à 10 collaborateurs** allient modernité et style intemporel, offrant un cadre de travail unique et...",pap
location,Appartement,785.0,26.0,1.0,,Strasbourg,67000,"Découvrez ce studio de 26,35 m² entièrement rénové, offrant un agencement fonctionnel et moderne.",orpi
location,Appartement,782.0,42.0,2.0,,Nantes,44000,,entreparticuliers
location,Appartement,780.0,33.0,2.0,,Deuil-la-barre,95170,,entreparticuliers
location,Appartement,780.0,25.0,1.0,,Gennevilliers,92230,,entreparticuliers
location,Appartement,760.0,170.0,10.0,,Villeneuve-le-roi,94290,"**9 studios meublés** entièrement équipé, dans une maison entièrement rénovée (entre 11m et 19m2) électricité, eau chaude, eau froide connexion internet incluse. Loyer charges comprises :   760 euros...",pap
location,Appartement,750.0,80.0,3.0,,Tenay,1230,,entreparticuliers
location,Appartement,750.0,13.0,1.0,1.0,Paris,75017,"Dans quartier calme et agréable de la Plaine Monceau / Batignolles du 17e arrondissement de Paris. A proximité des Champs-Élysées, de l'Opéra Garnier et de la gare Saint-Lazare.  Loue, pour Personne...",pap
location,Appartement,745.0,40.0,2.0,,Strasbourg,67100,"2 pièces 40m² à louer !. Rue de Kaysersberg, proche des commodités et des transports ;",orpi
location,Appartement,736.0,123.0,4.0,,Annesse,24430,"Appartement Annesse Et Beaulieu 5 pièce(s) 123.25 m2. A louer appartement T5 de plain pied dans un immeuble récent cadre bucolique. Cette appartement lumineux et spacieux vous offre un séjour avec rangements , une cuisine ouverte aménagée et équipée d'une plaque, hotte aspirante, quatre chambres avec placards , une salle d'eau et une salle de bains, un wc indépendant, un cellier.",orpi
location,Appartement,725.0,45.0,2.0,,Tours,37000,"Appartement Tours 2 pièce(s) 44.62 m2 - Michelet/Grammont. TOURS (37000) - 101, Rue Michelet Votre agence ORPI BP IMMO vous propose cet appartement Type 2 meublé, situé à proximité des écoles, des commerces et des transports. Belle pièce de vie lumineuse, grande cuisine aménagée et équipée une chambres avec une grande armoire, une salle d'eau avec wc. Le chauffage est individuel gaz.",orpi
location,Appartement,700.0,13.0,1.0,,Suresnes,92150,Je loue **un studio de 13 m²**  équipé d'une salle de douche et d'un coin cuisine au rez-de-jardin dans un pavillon en pierres meulière de 140 m²  sur deux niveaux et le rez-de-jardin de 60 m². La...,pap
location,Appartement,695.0,65.0,3.0,,Reims,51100,"Appartement À Louer type 3 avec garage. Appartement à louer, idéalement situé à Reims, proche du centre et des commodités dans le secteur Saint Marceaux. Bel appartement comprenant un séjour lumineux et spacieux, une cuisine indépendante aménagée et équipée (four, plaque, hotte et réfrigérateur) 2 chambres en enfilades, salle de bains avec wc et cave. Garage mis à disposition. Libre le 05 mai",orpi
location,Appartement,690.0,44.0,2.0,,Rozay,77540,"Appartement 2 pièces - Rozay en Brie. A louer au centre ville de Rozay en Brie, dans un immeuble sécurisé, appartement 2 pièces au rez de chaussée comprenant : un séjour avec cuisine ouverte aménagée, une chambre, une salle d'eau avec wc. Chauffage électrique. Disponible de suite",orpi
location,Appartement,688.0,57.0,2.0,,Saint,45140,"Appartement Saint Jean De La Ruelle 3 pièce(s) 57 m2. A louer appartement type 3 en rez de chaussée à proximité des commerces et accès voie rapide comprenant entrée, séjour, cuisine indépendante, loggia, deux chambres dont une avec placard, salle d'eau, cave et une place de parking extérieur",orpi
location,Appartement,680.0,66.0,3.0,,Orly,77750,"Appartement T3 à ORLY SUR MORIN À Louer. ORLY SUR MORIN - Vallée du petit Morin - * A 15 mn de La Ferté sous Jouarre, dans un village avec écoles sur place, ligne de bus à 100 m. Nous vous proposons un très bel appartement T3 au 1er étage totalement rénové comprenant : un grand séjour lumineux, une cuisine spacieuse équipée et meublée, 2 chambres, une salle de d'eau et un WC indépendant.",orpi
location,Appartement,670.0,53.0,3.0,,Pau,64000,"Venez découvrir ce magnifique T3 meublé refait avec goût et charme des poutres apparentes, situé au 3 ème étage sans ascenseur d'un immeuble au centre ville de PAU.",orpi
location,Appartement,660.0,77.0,3.0,2.0,Carcassonne,11000,"Appartement style T3 centre-ville, avec balcon,  proche toutes commodités : secteur mairie et chambre de commerce, proche préfecture, IUT, office tourisme, théâtre, 3ème RPIMA, station bus, parkings...",pap
location,Appartement,660.0,68.0,3.0,,Romans,26100,"Appartement À Louer. Romans (Les Espaces Alfred Nobel), appartement au 1er étage de 67.59 m2 composé d'un hall d'entrée , un grand séjour avec balcon, une cuisine meublée et équipée (four, plaque, hotte aspirante, micro - ondes ) , une buanderie, un couloir, une salle d'eau, un wc , 2 chambres + une cave, un emplacement de parking.",orpi
location,Appartement,660.0,60.0,3.0,,Valdoie,90300,"Cet appartement lumineux, en bon état d'environ 60 m2 habitable et 82m2 au sol, est situé au calme dans une rue peu passante.",orpi
location,Appartement,653.0,59.0,3.0,,Troyes,10000,,entreparticuliers
location,Appartement,650.0,70.0,4.0,,Neuilly-sur-marne,93330,"Bel appartement meublé de 3 chambres, situé dans un quartier calme et résidentiel de Neuilly-sur-Marne (93330), à proximité des bords de Marne et du Parc du Croissant-Vert. Le logement a été rénové...",pap
location,Appartement,650.0,65.0,2.0,,Orcières,5170,,entreparticuliers
location,Appartement,630.0,72.0,4.0,,Joyeuse,7260,"Appartement Joyeuse 4 pièce(s) 71.64 m2. idéalement situé, à proximité immédiate des commerces et d'un parking gratuit, bel appartement traversant de 71,64 m².",orpi
location,Appartement,620.0,61.0,3.0,,Montauban,82000,"Appartement Montauban 3 pièce(s) 61.62 m2. Dans un quartier calme et recherché de Montauban , découvrez ce charmant appartement T3 à louer, en bon état et idéalement situé.",orpi
location,Appartement,620.0,45.0,2.0,,Mulhouse,68100,,entreparticuliers
location,Appartement,600.0,72.0,6.0,,Épinay-sur-seine,93800,"Colocation meublée à Paris/Epinay-sur-Seine.  **Chambre meublée** dans un appartement entièrement équipé et rénové à neuf, 6 chambres (entre 9 et 12 m2), très lumineux et situé à 3 min du tramway T8...",pap
location,Appartement,600.0,24.0,2.0,,Grand-aigueblanche,73260,,entreparticuliers
location,Appartement,595.0,63.0,2.0,,Mer,41500,"Appartement Mer 3 pièce(s) 62.72 m2. Mer centre, la gare et les commerces à pied, vue aérée et ensoleillée pour cet appartement en parfait était, comprenant un entrée, séjour avec grand balcon, cuisine aménagée et équipée deux chambres dont une avec placard et balcon, cellier, cave, garage. Disponible le 20 juin 2026",orpi
location,Appartement,595.0,20.0,1.0,,Niort,79000,,entreparticuliers
location,Appartement,590.0,28.0,1.0,,Strasbourg,67100,"Découvrez ce studio de 28,22 m², situé au 1er étage, offrant un cadre de vie agréable et fonctionnel.",orpi
location,Appartement,585.0,27.0,1.0,,Avignon,84000,"Appartement BAIL ETUDIANT UNIQUEMENT eau et internet compris. BAIL MOBILITE OU ETUDIANT UNIQUEMENT Avignon intra-muros, quartier Vernet, beau studio récent meublé Cuisine indépendante, salle d'eau WC. Belle luminosité, climatisation réversible. Eau et Internet compris dans les charges!! Disponible de septembre 2026 jusqu'à fin Juin 2026",orpi
location,Appartement,580.0,28.0,2.0,,Toulouse,31400,"Venez découvrir ce T1 bis meublé de 28m2 composé d'un séjour, d'une chambre indépendante, d'une kitchenette équipée et d'une salle de bain avec wc séparé.",orpi
location,Appartement,580.0,24.0,1.0,,Aix-en-provence,13080,,entreparticuliers
location,Appartement,575.0,42.0,1.0,,Rozay,77540,"Studio - 41,70 m² - Rozay en Brie. A louer au centre ville de Rozay en Brie, dans un immeuble sécurisé, grand studio en rez de chaussée comprenant : un séjour avec coin cuisine aménagée et équipée, une salle d'eau avec wc. Chauffage électrique. Disponible de suite",orpi
location,Appartement,575.0,24.0,1.0,,Toulouse,31000,TOULOUSE - Les Chalets/Jeanne d'Arc - Appartement T1BIS meublé lumineux. TOULOUSE - Les Chalets/Jeanne d'Arc - Appartement T1BIS meublé lumineux,orpi
location,Appartement,560.0,75.0,4.0,,Évry-courcouronnes,91000,"Colocation de 3 chambres dans un F4 de 75 m² à Évry (Derrière la Clinique du Mousseau) entièrement refait à neuf et meublé avec goût.  L'appartement vous offre un cadre de vie charmant, paisible et...",pap
location,Appartement,550.0,57.0,2.0,,Cognac,16100,,entreparticuliers
location,Appartement,545.0,92.0,4.0,,Castres,81100,"Appartement À Louer CENTRE VILLE. Au cœur du centre ville, nous vous proposons un grand duplex, avec beaucoup de cachet et vue sur les toits de CASTRES.",orpi
location,Appartement,535.0,42.0,2.0,,Verneuil D'avre Et D'iton,27130,,entreparticuliers
location,Appartement,530.0,20.0,1.0,,Montpellier,34000,,entreparticuliers
location,Appartement,526.0,22.0,1.0,,Havre,76600,"Palais de Justice : Lumineux studio de 22 m² entièrement meublé et équipé, au 2ème étage avec ascenseur. Grande hauteur sous plafond. Situation idéale, au calme, entre le centre ville, les écoles et...",pap
location,Appartement,526.0,21.0,1.0,,Toulouse,31400,"Appartement T1 meublé 21 m² à TOULOUSE. Venez découvrir cet appartement meublé de 20,7 m² situé avenue de Lespinet à Toulouse. Il se compose d'une entrée, un séjour donnant sur une cuisine ouverte équipée et d'une salle d'eau avec WC. Il bénéficie également d'une cave. L'eau froide, l'eau chaude, le chauffage collectif et l'entretien des parties communes sont compris dans les charges. Proche de toutes les commodités. Bus 27 à 2 min à pied et à 15 minutes à pied du métro Saouzelong (Ligne B).",orpi
location,Appartement,515.0,19.0,1.0,,Toulouse,31000,,entreparticuliers
location,Appartement,514.0,54.0,2.0,,Argentan,61200,"Rez-de-chaussée - résidence sécurisée. Situé dans une résidence sécurisée au cœur du centre-ville, cet appartement de type F2 de 54m² au rez-de-chaussée comprend une entrée sur pièce principale avec coin cuisine, une chambre, salle de bains et WC séparés. Garage en sous-sol. Chauffage électrique. Loyer : 514€ dont 28€ de provisions sur charges pour l'entretien des parties communes. Disponible de suite",orpi
location,Appartement,495.0,54.0,2.0,,Rodez,12000,,orpi
location,Appartement,490.0,66.0,3.0,,Paris,75015,"À louer – Espace de coworking / bureaux – Paris 15e (Javel / Convention/Beaugrenelle) À proximité du métro Javel, entre la rue de la Convention et l’avenue Émile Zola, proche Beaugrenelle, découvrez...",pap
location,Appartement,490.0,39.0,2.0,,Rodez,12000,"Appartement Rodez 2 pièce(s) 38,48 m2. Centre ville de RODEZ, dans un petit immeuble entièrement rénové, venez découvrir ce bel appartement de type 2. Il comprend une pièce de vie ouverte sur la cuisine aménagée et équipée (meubles hauts et bas, hotte, plaque, four et frigo), une salle d'eau avec WC et une chambre avec placard. Amoureux de la vie citadine, cet appartement est fait pour vous !",orpi
location,Appartement,480.0,22.0,1.0,,Figeac,46100,,entreparticuliers
location,Appartement,480.0,16.0,1.0,,Nantes,44000,,entreparticuliers
location,Appartement,467.0,45.0,2.0,,Brive,19100,"Appartement À Louer. Découvrez ce bel appartement lumineux en rez de chaussée, idéalement situé à seulement 5 minutes en voiture du cœur de ville. Dès l'entrée, vous serez séduit par un séjour baigné de lumière naturelle. Le bien dispose d’une cuisine meublée fonctionnelle, d’une chambre confortable avec son dressing, ainsi que d’une salle de douche moderne et de toilettes séparés. Pour votre confort et votre sécurité, un box fermé vient compléter ce bien de qualité.",orpi
location,Appartement,465.0,81.0,3.0,,Argentan,61200,"Appartement F3 centre-ville. Situé en plein cœur du centre-ville d'Argentan, ce grand appartement de type F3 au 2ème étage sans ascenseur offre un beau séjour lumineux, cuisine aménagée, deux chambres spacieuses, salle d'eau et WC indépendants. Chauffage individuel gaz. Loyer : 465€ CC dont 10€ de provisions sur charges pour l'entretien de la chaudière. Libre de suite",orpi
