"prix";"surface";"nb_pieces";"nb_chambres";"description";"transaction";"type_bien";"source";"ville";"code_postal"
"1990";"600.0";"";"";"Descriptif : Peut-être proposer aussi à la vente.  Un magnifique Local Commercial de 600 m2, tout commerce, bon emplacement, SEMEAC (Garage, Service, Restauration, Commerce, Artisanat…) Un showroom...";"locations";"appartements";"Pap";"Séméac";"65600"
"1395";"43.0";"2";"1";"**Très bel appartement 2 pièces, 43 m2**, au FORT d'ISSY, ,Cuisine aménagée et équipée en entier, Vue dégagée. Au 4ème étage avec Ascenseurs. **Très lumineux en exposition Est** avec large balcon...";"locations";"appartements";"Pap";"Issy-Les-Moulineaux";"92130"
"1400";"65.0";"3";"2";"Appartement 3 pièces – 65 m² – Immeuble récent 2005 – 1er étage avec ascenseur.  Dans un immeuble récent de 2005, sécurisé et bien entretenu, découvrez ce bel appartement situé au 1er étage avec...";"locations";"appartements";"Pap";"Fontenay-Sous-Bois";"94120"
"910";"35.0";"2";"1";"Dans le parc de Maisons-Laffitte, calme et boisé. Appartement meublé  2 pièces au rez-de-chaussée de 35m², 1 séjour, 1 chambre, 1 cuisine indépendante, équipée et aménagée, salle de bains avec...";"locations";"appartements";"Pap";"Maisons-Laffitte";"78600"
"1800";"56.0";"2";"1";"Bel Appartement moderne de 56 m2 à louer situé dans la Résidence Aquitaine Ensoleillé, vue dégagée, calme et tourné vers un jardin intérieur avec fontaine  **Caractéristiques :** - 3ème(/6) étage,...";"locations";"appartements";"Pap";"Boulogne-Billancourt";"92100"
"698";"15.0";"1";"";"A proximité immédiate RER (même rue).  **Joli studio récemment refait à neuf**, avec également mobilier neuf, à côté RER.  A 2 mn à pied du RER E, station Nogent-Le-Perreux.  Dans petit immeuble...";"locations";"appartements";"Pap";"Perreux-Sur-Marne";"94170"
"680";"17.0";"";"";"Dans un espace médical 1 bureau de 17m² à louer 680€ TCC. Proximité hôpital, 2 cliniques, proches plages, rue passante, possibilité location à temps partiel, parking patientèle, vaste salle d'attente...";"locations";"appartements";"Pap";"Ciotat";"13600"
"940";"35.0";"1";"";"Grand Studio 35 m2 5eme et dernier étage très lumineux Tramway T10 au pieds.  **Disponible de suite**  Appartement T1 de 2017 (Norme RT2012, BBC, certification NF logement)  Idéalement pour 1...";"locations";"appartements";"Pap";"Chatenay-Malabry";"92290"
"1825";"51.0";"3";"2";"Desservi par 2 métros (Gallieni et Robespierre), ce lumineux 3 pièces dont une chambre en souplex, vous donne accès à Paris si vous êtes en mission, travailleurs ou étudiants. Pour les longues...";"locations";"appartements";"Pap";"Bagnolet";"93170"
"1600";"65.0";"2";"1";"Appartement exceptionnel centre d'Annemasse, 65 m2 **meublé, climatisé, rénové, entièrement équipé,  très lumineux**, triple exposition,  balcons avec vue et terrasse, hall d'entrée, 1 chambre avec...";"locations";"appartements";"Pap";"Annemasse";"74100"
"1720";"130.0";"";"";"Appartement professionnel, 5 pièces, cuisine, salle de bains, wc indépendant, traversant, très clair. Soleil. Balconnet. Grand hall pouvant servir de secrétariat. Sur le trajet du Tram. Parlophone,...";"locations";"appartements";"Pap";"Nice";"06000"
"111";"";"";"";"Dans un parking sécurisé gardienné 24h/24. Box à louer à partir de 111  TTC par mois, payable par trimestre. Face Gare Rosa Parks.";"locations";"appartements";"Pap";"Paris";"75019"
"970";"21.0";"1";"";"Studio meublé 21m2 à Montrouge - 5 min du métro Barbara  À louer, charmant studio meublé de 21 m² idéalement situé à Montrouge, à seulement 5 minutes à pied du métro Barbara. Actuellement en cours de...";"locations";"appartements";"Pap";"Montrouge";"92120"
"750";"15.0";"1";"";"Studio Meublé de 15m2 en centre ville à 2 minutes des commerces et du RER C Val-Fleury. Entièrement meublé et refait à neuf au 2eme étage d'un immeuble calme.  double vitrage avec vue sur jardin et...";"locations";"appartements";"Pap";"Meudon";"92190"
"1850";"211.0";"";"";"211 M2 local d’activités avec bureau, cuisine, vestiaires. Actuellement menuiserie, mais conviendrait aussi stockage, ou autre activité artisanal. Dans ZI propre, prés du centre commercial de...";"locations";"appartements";"Pap";"Montgeron";"91230"
"990";"27.0";"";"";"Idéalement situé au sein d'un pôle médical pluridisciplinaire récemment réhabilité suite à un changement de propriétaire  Belle visibilité en plein coeur du centre-ville de Bailly-Romainvilliers, aux...";"locations";"appartements";"Pap";"Bailly-Romainvilliers";"77700"
"1192";"63.0";"3";"2";"Dans le secteur pavillonnaire très recherché du Val Pompadour, à proximité du métro pointe du lac de Créteil (ligne 8) et du RER D Créteil Pompadour (15 min de Paris) un Appartement en bail meublé,...";"locations";"appartements";"Pap";"Valenton";"94460"
"2800";"130.0";"";"";"**Espace de bureaux dans un parc arboré, calme, Château Gombert**. 130 M2.  **5 Bureaux indépendants** 1 open space de 38 M2 1 bureau de Direction.  1 cuisine équipée 5 places de parking. Accès...";"locations";"appartements";"Pap";"Marseille";"13013"
"1995";"43.0";"";"";"Installez vos bureaux, locaux professionnels ou commerciaux, ou showrooms, à Paris. Rue de Paradis (proche Hauteville, 9ème et grands Boulevards) dans un quartier jeune, qui bouge, très bien desservi...";"locations";"appartements";"Pap";"Paris";"75010"
"695";"95.0";"6";"";"**Chambre meublée de 12 m²** au sein d'une colocation (5 chambres au total) dans un appartement à Puteaux. Appartement lumineux remis à neuf au 7ᵉ étage avec ascenseur, cuisine équipée, 2 salles de...";"locations";"appartements";"Pap";"Puteaux";"92800"
"420";"56.0";"";"";"Ensemble de standing sur 200 m², très belles prestations, marbre, bois, espace vert.  Au 1er étage. bureaux à partir de 450€ , allant de 14m² à  56 m², deux wc, lavabo et un coin rangement. Accès via...";"locations";"appartements";"Pap";"Aubervilliers";"93300"
"1240";"63.0";"2";"1";"Particulier loue charmant 2 pièces meublé, 63 m2, calme, lumineux, au RDC d'une résidence calme et arborée.  Situé à 5min à pied de la gare de Saint Quentin en Yveline, 5min de la faculté de médecine...";"locations";"appartements";"Pap";"Montigny-Le-Bretonneux";"78180"
"1500";"44.0";"2";"1";"Magnifique F2 de 44m² dans le 19e arrondissement proche du parc de la Villette et de la Philharmonie de Paris. Le quartier est très dynamique et citadin. Il se trouve à proximité des commerces (en...";"locations";"appartements";"Pap";"Paris";"75019"
"140";"";"";"";"Place de parking au 1er sous-sol d'un immeuble situé rue des moines. A quelques minutes à pied des stations de métro Brochant ou Guy Môquet. Accès direct par bip de parking. Loyer mensuel total de...";"locations";"appartements";"Pap";"Paris";"75017"
"660";"15.0";"1";"";"Suite meublée avec salle de bain/wc privative - 6 minutes à pied de la station ligne 14 L'Hay-les-Roses  Nous proposons à la location des suites entièrement équipées, pensées pour accueillir des...";"locations";"appartements";"Pap";"Chevilly-Larue";"94550"
"2200";"160.0";"5";"3";"A la campagne au calme, appartement situé dans une villa au 1er étage. comprenant :  une cuisine équipée, coin repas (salle à manger), salon, 3 grandes chambres avec placard,  couloir avec placard,...";"locations";"appartements";"Pap";"Scientrier";"74930"
"1800";"70.0";"4";"3";"Face Paris. avec jardin,  très agréable, Pavillon meublé 70 m2, jardin, 3 chambres, grand salon, salle de bains, wc séparés. A 2 pas commerces.  Idéal Colocation étudiants.  Très bien situé, 5 min...";"locations";"appartements";"Pap";"Gentilly";"94250"
"1075";"72.0";"5";"2";"Adresse emblématique : Place Foch, 62500 Saint-Omer Loyer : 1100 € / mois hors charges Disponible février 2026  UN CADRE DE VIE EXCLUSIF ET SECURISE  Situé sur la Grande Place de Saint Omer, cet...";"locations";"appartements";"Pap";"Saint-Omer";"62500"
"500";"70.0";"1";"1";"COLOCATION a FRONTONAS. (38290) DISPONIBLE RAPIDEMENT  Loyer : 500 euros /mois Toutes Charges comprises : EDF, CHAUFFAGE, EAU, INTERNET .  Proximité Saint Quentin fallavier, Villefontaine, l isle d...";"locations";"appartements";"Pap";"Frontonas";"38290"
"515";"71.0";"4";"";"Idéal jeune salarié ou étudiant. Colocation Bron centre. **Deux chambres disponibles** dans un appartement de 71 m². À proximité des trams (arrêt les alizés, T2, T5, C15) et toutes commodités...";"locations";"appartements";"Pap";"Bron";"69500"
"1350";"47.0";"3";"2";"Appartement en rez-de-chaussée,  entièrement équipé, dans une résidence calme et sécurisée, disposant  de 2 suites parentales avec salle d'eau et toilettes indépendants intégrées à chacune des...";"locations";"appartements";"Pap";"Argenteuil";"95100"
"1550";"71.0";"3";"2";"Superbe duplex entièrement meublé, idéalement situé en plein centre-ville de Champigny-sur-Marne, à deux pas de tous les commerces du quotidien (boulangerie, supermarché, marché, cinéma, tabac…). Au...";"locations";"appartements";"Pap";"Champigny-Sur-Marne";"94500"
"1450";"37.75";"2";"1";"Joli 2 pièces meublé refait en 2025, Paris 16ème :  - 3ème étage avec ascenseur, - gardienne, - double exposition / lumineux, - cuisine séparée, - lave linge, - proche toutes commodités, - bus à 1...";"locations";"appartements";"Pap";"Paris";"75016"
"560";"160.0";"6";"";"Colocation de 4 chambres de 160 m² meublée, idéalement située sur le village de Dommartin à 15 min de Lyon centre, calme et proche de tous commerces. Cette maison de plain pied et sur un terrain...";"locations";"appartements";"Pap";"Dommartin";"69380"
"1640";"50.0";"2";"1";"À deux pas de La Défense (550 m de l'Esplanade de la Défense), idéal pour cadre. Dans une résidence de standing sécurisée avec gardien, découvrez ce superbe appartement de 50 m² entièrement refait à...";"locations";"appartements";"Pap";"Puteaux";"92800"
"1199";"90.0";"4";"3";"Située au centre-ville de La Montagne 44620 (Nantes Métropole).  Exposé Sud-ouest, maison récente (2023) de 90 m² au RDC. Une pièce de vie de 36 m² avec cuisine aménagée et une arrière-cuisine. Trois...";"locations";"appartements";"Pap";"Montagne";"44620"
"100";"";"";"";"Place de parking à louer – 45 rue de Bagnolet, 75020 Paris.  Place de parking située au 1er sous-sol d’une résidence au 45 rue de Bagnolet dans le 20e arrondissement de Paris.  Accès très facile...";"locations";"appartements";"Pap";"Paris";"75020"
"1055";"28.0";"1";"";"Pied métro Exelmans. Proche commerces et marchés. Dans immeuble de standing, clair et calme. **Beau studio meublé de 29 m2**, composé d'un grand séjour + canapé 140*200 + mobilier vidéo, grande table...";"locations";"appartements";"Pap";"Paris";"75016"
"1496";"36.0";"2";"1";"Location appartement joli 2 pièces 36 m2 rue Laugier Paris 17ème, dans le quartier privilégié du marché Poncelet, tous commerces et traiteurs, proche de la Place des Ternes (bus, métro, RER C), à 10...";"locations";"appartements";"Pap";"Paris";"75017"
"475";"8.0";"";"";"Bureaux privatifs de 8m2 à Paris 75010.  Travaillez dans un cadre calme, central et professionnel. Bureaux équipés accessibles du lundi au samedi de 6h à 22h avec un bail commercial de 3 ans (clause...";"locations";"appartements";"Pap";"Paris";"75010"
"2350";"59.0";"";"";"A 50 mètres de la place de Breteuil.  Local à usage de bureaux uniquement Exposé sud Calme.  Rez-de-chaussée : Boutique + arrière-boutique + wc Accès par vitrine + entrée par sas immeuble.  Chauffage...";"locations";"appartements";"Pap";"Paris";"75015"
"1300";"109.59";"5";"2";"Centre Historique face à la Cathédrale Saint Just et au jardin du palais des archevêques. Premier étage. 2 pièces de réception communicantes,  3 portes-fenêtres avec balcon donnant sur le jardin.";"locations";"appartements";"Pap";"Narbonne";"11100"
"588";"93.0";"6";"";"Havre de Paix et de Style à Lyon 5, En Quête d’Élégance et d’Esthétique  Bienvenue dans un appartement d’architecte raffiné de 93 m², où chaque détail est pensée et évolue avec le temps et l’espace...";"locations";"appartements";"Pap";"Lyon";"69005"
"1400";"48.0";"3";"2";"L'immeuble se situe dans une ruelle entourée de maisons.  Ce logement paisible offre un séjour détente. Chaque pièce de l'appartement a une fenêtre qui donne sur l'extérieur.  La  cuisine est fermée.";"locations";"appartements";"Pap";"Bourg-La-Reine";"92340"
"2940";"95.0";"";"";"Métro Daumesnil.  Local  indépendant  sur 2 niveaux (rdc +1),  sur rue et cour, claire et calme. Composé de 4 bureaux indépendants Disponible courant 4ème trimestre 2026. Bail professionnel ou...";"locations";"appartements";"Pap";"Paris";"75012"
"160";"250.0";"";"";"À louer, Direct propriétaire 250 m² divisible dès 50 m² Certains bureaux sont climatisés. Proche RER A - Noisy le Grand Bail 3/6/9 ou location de bureaux avec Services. Coworking Possible Idéal pour...";"locations";"appartements";"Pap";"Noisy-Le-Grand";"93160"
"1539";"52.0";"2";"1";"**2 pièces avec box** 92 Vanves . Limite 15eme . Métro ligne 13,12. Bus 89 et 58 . T3 A. 2 pièces traversant 52 m2, au 1er étage, très clair. Vue dégagée sur verdure. Baies vitrées (double vitrage),...";"locations";"appartements";"Pap";"Vanves";"92170"
"60";"";"";"";"Un emplacement de parking dans le parking souterrain  sécurisé de l'immeuble du 8-12 rue Chapon.";"locations";"appartements";"Pap";"Aubervilliers";"93300"
"2010";"145.0";"";"";"Local commercial à louer. Sur la commune de Verneuil-en-Halatte dans l'Oise (60), disponible à la location, une surface de 145 m² à usage d'activités commerciales ou de bureaux, avec parking et...";"locations";"appartements";"Pap";"Creil";"60100"
"870";"22.0";"6";"";"Disponible à partir de début avril, belle chambre de 22 m² ouvrant sur le jardin, au sein d'une maison de 200 m² entièrement rénovée, pensée pour une vie en colocation confortable et conviviale.  ️...";"locations";"appartements";"Pap";"Villejuif";"94800"
"1790";"84.3";"3";"2";"Location meublée appartement 3 pièces 83.40 m² Saint-Nazaire (44600) 1.790 €  Saint-Marc/mer, à 50m des plages Appartement meublé, 2 chambres.  Situation exceptionnelle dans environnement boisé,...";"locations";"appartements";"Pap";"Saint-Nazaire";"44600"
"590";"20.0";"1";"1";"Dans résidence étudiante, conçue et dédiée aux étudiantes et aux stagiaires. Chambre indépendante de 20 m², meublée, balcon. Parking.  Proximité université d'Orsay, IUT d'Orsay, centre d'optométrie,...";"locations";"appartements";"Pap";"Bures-Sur-Yvette";"91440"
"580";"40.0";"1";"";"**Très belle chambre** à louer dans un pavillon avec jardin et terrasse, rénovée récemment, de 17 m2 loi Carez (24 m2 au sol), lumineuse et avec beaucoup de rangements.  Situé à Brou sur...";"locations";"appartements";"Pap";"Brou-Sur-Chantereine";"77177"
"798";"28.0";"";"";"Bureaux et locaux professionnels 28 m² Saint-Ouen-sur-Seine (93400) Location de bureaux de 28 m². Plusieurs bureaux sont disponibles avec différente surface.  **Bureaux meublés, climatisation, fibre...";"locations";"appartements";"Pap";"Saint-Ouen-Sur-Seine";"93400"
"850";"38.0";"2";"1";"À louer – T2 meublé cosy avec balcon & parking  Envie d’un appartement prêt à vivre, pratique et agréable ? Découvrez ce T2 meublé de 38,39 m² situé dans une résidence sécurisée.  Il se compose d'une...";"locations";"appartements";"Pap";"Bouscat";"33110"
"1190";"30.0";"2";"1";"Rue Pestalozzi près de la Place Monge dans immeuble pierre de taille, digicode. 2 pièces de charme de 30 m2 refait entièrement neuf au 6ème étage sans ascenseur.  **Belles prestations, lumineux...";"locations";"appartements";"Pap";"Paris";"75005"
"1325";"33.0";"2";"1";"Métro Lourmel et Tram périphérique, rue Vasco de Gama, Paris 15, appartement meublé, 3ème étage sans ascenseur, deux pièces avec cuisine, salle de douche et toilette séparés. Cuisine équipée : plaque...";"locations";"appartements";"Pap";"Paris";"75015"
"2600";"400.0";"1";"";"Local de stockage enterrée (carrière), température garantie  idéal stockage de vin ou produit équivalent  situé à Issy les Moulineaux  à proximité de paris (400 m2).  Rack disponible et sol pour...";"locations";"appartements";"Pap";"Issy-Les-Moulineaux";"92130"
"680";"18.0";"1";"";"Vitry-sur-Seine (94400). Appartement meublé de 18 m2 situé en fond de cour au rez-de-chaussée et au calme dans une petite copropriété de 7 logements. Aucun vis-à-vis direct. Idéal pour une personne...";"locations";"appartements";"Pap";"Vitry-Sur-Seine";"94400"
"590";"26.0";"1";"";"Studio état neuf, centre-ville,  1 pièce principale,  SDB avec douche, WC, meuble lavabo, radiateur sèche-serviettes, cuisine avec équipement réfrigérateur,  meuble évier,  plaques de cuisson...";"locations";"appartements";"Pap";"Saint-Arnoult-En-Yvelines";"78730"
"8500";"456.0";"";"";"Bureaux atypiques à louer - Direct propriétaire  Surface de bureaux indépendante de 456m² situés à Nanterre à la limite de Puteaux.  Bureaux de type loft avec mezzanine, beaux volumes, espace ouvert...";"locations";"appartements";"Pap";"Puteaux";"92800"
"1850";"145.0";"6";"5";"**Maison de ville ancienne** à louer dans l'hypercentre de Senlis, dans une rue calme avec des places de parking à proximité. La maison s'étend sur 3 étages. Au rez-de-chaussée se trouve un salon...";"locations";"appartements";"Pap";"Senlis";"60300"
"35640";"125.0";"";"";"Bureaux de prestige – 124,50 m² – Place Louis Pradel – Lyon 1er  Au cœur de la Presqu'île lyonnaise, dans l'un des secteurs les plus emblématiques de Lyon, nous proposons à la location des bureaux...";"locations";"appartements";"Pap";"Lyon";"69001"
"65300";"270.0";"";"";"Idéalement situé au 54 rue des Eaux à Lille (59000), cet ensemble de bureaux de 269,50 m² au rez-de-chaussée d'une copropriété de standing représente une opportunité rare sur le marché lillois.";"locations";"appartements";"Pap";"Lille";"59000"
"2000";"286.0";"";"";"Idéal restauration, TOUS COMMERCES  ou professions libérales   Emplacement 	•	Situé sur l'axe principal de La Ferté-Gaucher (77320) 	•	Forte visibilité : passage routier + parking devant le local 	•...";"locations";"appartements";"Pap";"Ferté-Gaucher";"77320"
"1350";"17.0";"";"";"Très Beau bureau indépendant de 17 m² avec belle hauteur sous plafond et parquet, au sein de bureaux entièrement rénovés, dans un immeuble Pierre de Taille de très Grand Standing. Jouissance parties...";"locations";"appartements";"Pap";"Paris";"75116"
"450";"20.0";"";"";"Location Bureau – Centre-ville d'Alfortville  Idéalement situé, à proximité immédiate de la Place Salvador Allende, à seulement 1 km de la gare RER D Maisons-Alfort – Alfortville.  Nous vous...";"locations";"appartements";"Pap";"Alfortville";"94140"
"155";"";"";"";"Box de stockage fermé à louer situé 34 rue Guy Môquet, 94500 Champigny-sur-Marne, au sein d'une résidence privée sécurisée.  Caractéristiques :  Box lot n°25, 1er à droite en entrant Profondeur :...";"locations";"appartements";"Pap";"Champigny-Sur-Marne";"94500"
"760";"12.0";"";"";"Bureau de consultation paramédical situé au cabinet DAMREMONT.  Beau quartier très passant à fort potentiel de développement, en demande d'infirmières(iers). Convient également à toute profession...";"locations";"appartements";"Pap";"Paris";"75018"
"85";"";"";"";"Place de parking en  sous-sol fermé au sein d'une résidence sécurisée Portail motorisé avec accès par BIP 24/24 7/7  Emplacement proche gare RER Sevran-Livry, 3 min à pied Proximité tous commerces et...";"locations";"appartements";"Pap";"Sevran";"93270"
"1600";"48.0";"2";"2";"Montparnasse, transports, proche commerces Deux pièces 48 m², 5ème étage, ascenseur, très lumineux, calme : entrée, grand séjour, chambre avec sa salle de bains, cuisine indépendante, toilettes...";"locations";"appartements";"Pap";"Paris";"75014"
"590";"20.0";"1";"1";"Dans résidence étudiante, conçue et dédiée aux étudiantes et aux stagiaires. Chambre indépendante de 20 m², meublée, balcon. Parking.  Proximité université d'Orsay, IUT d'Orsay, centre d'optométrie,...";"locations";"appartements";"Pap";"Bures-Sur-Yvette";"91440"
"698";"75.0";"1";"";"Chambre meublée avec salle de bain privée – RER B Saint-Rémy   Disponible en avril – Idéal étudiant(e) ou jeune actif(ve)  À 5 minutes à pied du RER B – Saint-Rémy-lès-Chevreuse  Proche du plateau de...";"locations";"appartements";"Pap";"Saint-Rémy-Lès-Chevreuse";"78470"
"1170";"70.0";"3";"2";"Je mets mon bien en location, petite maison avec terrasse situé aux Alluets le Roi 78580, village très calme au milieu de la nature. Collé à Orgeval, proche de commerce, 15 min de Saint-Germain en...";"locations";"appartements";"Pap";"Alluets-Le-Roi";"78580"
"1450";"30.0";"";"";"2 pièces à Paris 12ᵉ - métro Nation. Usage de bureaux. Possibilité profession para-médicale.  30 m² en rez-de-chaussée sur jardin exposé au sud et au calme. cuisine - salle d'eau - wc séparés...";"locations";"appartements";"Pap";"Paris";"75012"
"1400";"50.0";"2";"1";"A louer beau T2 non meublé lumineux, ensoleillé, avec vue dégagée dans une résidence senior à Mont-Saint Aignan, sur les hauteurs de Rouen. Cet appartement comprend un grand séjour relié à une...";"locations";"appartements";"Pap";"Mont-Saint-Aignan";"76130"
"860";"42.0";"2";"1";"Dans une petite copropriété au calme et proche de toute commodité à pied (gare 8 mn), T2 de 41 m² au 1er et dernier étage comprenant une entrée, une cuisine aménagée semi-équipée (plaque vitro 4 feux...";"locations";"appartements";"Pap";"Essarts-Le-Roi";"78690"
"1600";"39.0";"2";"1";"**Loft meublé de 39 m²**, 2 pièces, situé au 165 avenue Victor Hugo 75116 Paris, dans un bel immeuble ancien sur 2 niveaux (RDC et-1) sur cour au rez-de-chaussée. Ce loft se compose d'une entrée,...";"locations";"appartements";"Pap";"Paris";"75016"
"100";"";"";"";"Place de parking à louer – 45 rue de Bagnolet, 75020 Paris.  Place de parking située au 1er sous-sol d’une résidence au 45 rue de Bagnolet dans le 20e arrondissement de Paris.  Accès très facile...";"locations";"appartements";"Pap";"Paris";"75020"
"120";"";"";"";"Proche Bastille et proche Marais , Boulevard Richard Lenoir, proche métros Bréguet-Sabin, Richard Lenoir et Chemin Vert, emplacement parking environ 12m². Garage sécurisé par 2 portes d'entrée...";"locations";"appartements";"Pap";"Paris";"75011"
"460";"14.0";"1";"1";"**Chambre meublée tout confort disponible immédiatement**, proche des bords de Marne. Dans un environnement calme et agréable, un parking libre d’accès est disponible.  Le bien est proche de la gare...";"locations";"appartements";"Pap";"Condé-Sainte-Libiaire";"77450"
"35584";"280.0";"";"";"Bureaux modernes en location – Zone Actiparc – Saint-Laurent-Blangy (62)  Bureaux de 163 m² situés au 1er étage d'un bâtiment neuf (2017), Avenue Jules César, au cœur de la Zone d'Activités Actiparc,...";"locations";"appartements";"Pap";"Saint-Laurent-Blangy";"62223"
"31600";"127.0";"";"";"Plateau de bureaux de 127 m² situé au 4ème étage avec ascenseur, au cœur du 6ème arrondissement de Marseille, dans un immeuble tertiaire de standing entièrement réhabilité en 2017.  Idéalement...";"locations";"appartements";"Pap";"Marseille";"13006"
"316000";"350.0";"";"";"Bordeaux Chartrons – Immeuble de bureaux indépendant 359 m² – À louer  Situé au cœur du secteur tertiaire des Chartrons / Cours du Médoc, cet immeuble de bureaux indépendant en R+2 offre environ 359...";"locations";"appartements";"Pap";"Bordeaux";"33000"
"830";"74.0";"3";"2";"Dans résidence 1989, centre ville. T3, 74 m² à Lunel, Hérault  : séjour, cuisine, wc, cellier, placards, salle de bains, balcon. Interphone, ascenseur et place de parking sécurisée. 830 E/mois...";"locations";"appartements";"Pap";"Lunel";"34400"
"330";"27.0";"1";"";"Loue 76 rue Nationale Le Mans T1 au 1ᵉʳ étage digicode. Loyer 330 chauffage électrique, cuisine équipée plaque vitro, frigo et meuble micro-ondes, chambre avec 1 placard, salle de bains et WC séparé.";"locations";"appartements";"Pap";"Mans";"72000"
"190";"";"";"";"À louer : Parking sécurisé – Rue de Saussure, 75017 Paris  Profitez d’un parking sécurisé avec entrée par badge et vidéo surveillance dans le quartier prisé de la rue de Saussure. Idéal pour protéger...";"locations";"appartements";"Pap";"Paris";"75017"
"1500";"105.0";"5";"3";"Je loue cette belle maison de 105m² construite en 2013, située dans un lotissement de standing implanté dans un environnement calme Cette maison de 2 étages comprend 5 pièces, plus une pièce...";"locations";"appartements";"Pap";"Tampon";"97430"
"699";"201.0";"8";"";"️ **Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des...";"locations";"appartements";"Pap";"étang-Salé";"97427"
"1100";"42.0";"2";"1";"Appartement au cœur de l'Ermitage avec terrasse et jardin.  Disponible du 23 avril à fin octobre 2026. Idéal si vous venez tenter une expérience professionnelle à la Réunion  Appartement climatisé,...";"locations";"appartements";"Pap";"Saint-Paul";"97400"
"3890";"280.0";"6";"4";"La villa se compose : - au rez-de-chaussée d’une varangue fermée donnant sur la piscine, d’un séjour salle à manger avec une cheminée, d’une cuisine ouverte sur le séjour et entièrement équipée avec...";"locations";"appartements";"Pap";"Saint-Denis";"97400"
"599";"201.0";"6";"";"️**Chambre meublée** : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements...";"locations";"appartements";"Pap";"étang-Salé";"97427"
"900";"28.0";"2";"1";"Dans petite résidence avec piscine,  4 logements, Bon Standing, Très calme. A 2 mn de la plage, 5 mn du centre-ville, 7 mn de la route des Tamarins, 10 mn du centre commercial LE PORTAIL (25...";"locations";"appartements";"Pap";"Saint-Leu";"97436"
"1650";"115.0";"5";"3";"La vue sur le lagon est imprenable. Elle dispose de 3 chambres dont une parentale avec sdb privative, terrasse et cuisine d'été. Les 2 autres donnent directement sur une grande terrasse vue lagon. La...";"locations";"appartements";"Pap";"Saint-Leu";"97436"
"699";"201.0";"6";"";"️ Chambre meublée : Literie 4*, vidéoprojecteur, Jacuzzi  Chambre tout confort, toutes charges incluses, disponible dans cette colocation dans une villa de standing avec uniquement des équipements et...";"locations";"appartements";"Pap";"étang-Salé";"97427"
"559";"32.0";"1";"";"**Grand studio 32m2.  Pour Etudiant(e). Avec clim dans résidence sécurisée**,  secteur ville  à St-André.  Charges parties communes  et taxe ordures ménagères comprises .  Non soumis au DPE.";"locations";"appartements";"Pap";"Saint-André";"97440"
"760";"25.0";"1";"";"️ T1 Meublé Rénové – Piscine  – Clim – Terrasse vue mer – Résidence sécurisée  À louer T1 meublé de 25.5 m² avec terrasse de 7.5 m² dans un ensemble résidentiel calme et sécurisé (fermé par une...";"locations";"appartements";"Pap";"Saint-Denis";"97400"
"1200";"70.0";"2";"1";"F2 centre-ville, proche plage. Clim , tv, internet , cuisine équipée et Salle de bains douche , terrasse et place de parking pour un véhicule !";"locations";"appartements";"Pap";"Saint-Paul";"97400"
"890000";"64.0";"4";"2";"Nous vendons notre **maison au calme d'une très grande cour**, 2 chambres dans le Hameau des Batignolles (Paris 17ᵉ) ""Comme un secret bien gardé, un emplacement recherché"". Nichée à l'abri de la...";"ventes";"maisons";"Pap";"Paris";"75017"
"1099000";"170.0";"6";"5";"Dans un passage calme et recherché du 18ᵉ arrondissement de Paris, charmante maison de ville familiale offrant de beaux volumes et un fort potentiel. Dès l'entrée, une grande terrasse de 38 m², à...";"ventes";"maisons";"Pap";"Paris";"75018"
"515000";"42.0";"3";"2";"Vente maison  Villa de l'ermitage  Maison d'architecte idéalement situé dans le quartier ""Hauts de Ménilmontant"" dans le 20ème arrondissement, dans une Villa sans passage de voiture, deux sorties...";"ventes";"maisons";"Pap";"Paris";"75020"
"1290000";"110.0";"5";"3";"Idéalement situé dans une impasse au calme, à proximité des commerces et commodités et à 5 minutes à pied du Métro Place de Clichy (Lignes 2 et 13).  Bel appartement en duplex de 110m², en très bon...";"ventes";"maisons";"Pap";"Paris";"75018"
"1890000";"121.0";"6";"4";"**Au fond d'une charmante impasse piétonne végétalisée et sécurisée datant de 2003**, notre maison de 120 m² sur trois niveaux offre un cadre de vie rare à Paris à seulement quelques minutes à pied...";"ventes";"maisons";"Pap";"Paris";"75013"
"630000";"57.0";"2";"1";"Paris 13ème - Située à 100m du métro ligne 14 Olympiades, maison individuelle en duplex dans une copropriété.  Rez-de-chaussée comprenant : Entrée avec placards 4m², salon de 13m² avec une cheminée...";"ventes";"maisons";"Pap";"Paris";"75013"
"360000";"43.0";"2";"1";"Bâtiment sur cour de 43 m2.  Proche du métro Ménilmontant, dans la rue du même nom, donc proche de tous commerces, bâtiment sur cour de 43 m2 environ situé dans une copropriété derrière immeuble au...";"ventes";"maisons";"Pap";"Paris";"75020"
"637000";"65.0";"3";"2";"Maison / Atelier / Loft - Paris 18ᵉ  Maison indépendante, située dans une petite copropriété.  Rez-de-chaussée : - grand espace avec baie vitrée, hauteur sous-plafond de 3,37 m - espaces de...";"ventes";"maisons";"Pap";"Paris";"75018"
